question_id,subject,class,chapter_number,chapter_title,medium,difficulty,answer_type,marks,text,options,key_answer,exam_type,year,group_heading,chapter_id,found_in_pdf,match_score
698c2304ec065fd7420d8a89,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"With zeal determination there is nothing that one cannot achieve. What else do you think are
necessary to achieve?
(SEPTEMBER –2020)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,48.09160305343512
698c2304ec065fd7420d8a8a,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What was Dicky Dolma fascinated by, since her childhood?",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,46.42857142857143
698c2304ec065fd7420d8a8b,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,How did Dicky Dolma prepare herself for her venture?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,44.230769230769226
698c2304ec065fd7420d8a8c,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What was the dream of Dicky Dolma? When did her dream come true? What was her
achievement?",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,47.77777777777777
698c2304ec065fd7420d8a8d,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"How did Dicky Dolma feel when she climbed the Mount Everest?
(JUNE-2019)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,45.833333333333336
698c2304ec065fd7420d8a8e,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What makes you think that Dicky Dolma’s life as a girl, was sorrowful?",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,46.37681159420289
698c2304ec065fd7420d8a8f,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What factors encouraged Dicky Dolma to take up basic Mountaineering course?   (JUNE- 2023),[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,43.18181818181818
698c2304ec065fd7420d8a90,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What does Dolma say about the view from the top of Mount Everest?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,47.692307692307686
698c2304ec065fd7420d8a91,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What can we learn from Dicky Dolma’s life?
(APRIL-2016)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,40.74074074074075
698c2304ec065fd7420d8a92,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,How could Dicky Dolma achieve the great feat even with her hardships?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,True,50.72463768115942
698c2304ec065fd7420d8a93,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"Mention the hobbies of Dicky Dolma?
(MARCH-2025)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,41.66666666666666
698c2304ec065fd7420d8a94,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What was the biggest headache that Dolma had to face besides her physical and mental
problems?",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,True,50.0
698c2304ec065fd7420d8a95,english,10,18,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"Dolma says “ It is not a difficult decision for me to take up the challenge of the lofty
Mountains.” Why does she say so?
(APRIL-2017, JUNE-2018, JUNE- 2022)
OR
Taking up mountaineering was not a difficult decision for Dicky Dolma. Justify",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,42.3728813559322
698c2304ec065fd7420d8aa6,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,1.0,THE BIRD OF HAPPINESS,[],,LBA,2025-26,Short Answers,67449bf6065a2c5cd2dcbde5,True,52.38095238095239
698c2304ec065fd7420d8aa7,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,Why were the people of Tibet unhappy?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,True,51.35135135135135
698c2304ec065fd7420d8aa8,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What did the old folk of Tibet say about happiness?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,True,50.98039215686274
698c2304ec065fd7420d8aa9,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,Who was selected to find the bird of happiness? What was done on his departure?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,49.36708860759494
698c2304ec065fd7420d8aaa,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What did the first monster ask Wangjia to do? How did Wangjia  react to it?
(June 2018)
OR
What was the challenge of the first monster? Why did Wangjia refuse to obey him? (Sept 2020)
OR
How did Wangjia react to the first monster?
(March 2023)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,45.45454545454546
698c2304ec065fd7420d8aab,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"How did the first old monster punish Wangjia? “Will I ever make it?” Why did Wangjia feel so?
(May 2025 - 2)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,44.33962264150944
698c2304ec065fd7420d8aac,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"How did Wangjia react to the second monster?
(April,2024 -1)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,46.66666666666666
698c2304ec065fd7420d8aad,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,How did the second monster make Wangjia suffer?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,49.43820224719101
698c2304ec065fd7420d8aae,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What did the third monster warn Wangjia? How did Wangjia respond?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,47.692307692307686
698c2304ec065fd7420d8aaf,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,How was the third journey difficult for Wangjia?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,45.833333333333336
698c2304ec065fd7420d8ab0,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What contrast do you draw between the wishes of the monsters and the wish of Wangjia?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,True,52.94117647058824
698c2304ec065fd7420d8ab1,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What do you like the most in the story? Support your answer giving reasons.,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,49.33333333333333
698c2304ec065fd7420d8ab2,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,What hardships did Wangjia undergo on his way to find the bird?,[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,49.20634920634921
698c2304ec065fd7420d8ab3,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"How did the Bird of happiness put an end to the hardships suffered by the people?
OR
How did the Bird of Happiness bring happiness to the Tibetan villagers?
(June 2019)
OR
How did the Bird of Happiness bless Wangjia’s village with its three cries?
(June 2023)
OR
The cries of the Bird of happiness at the end gave successful expedition for Wangjia. How?
(March 2025 - 1)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,44.986449864498645
698c2304ec065fd7420d8ab4,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"What changes came over Wangjia as the bird of happiness caressed him?
(April 2018 ; April 2019)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,44.21052631578948
698c2304ec065fd7420d8ab5,english,10,20,POEM: Ballad of the Tempest,English,Average,fill_in_the_blank,2.0,"How can you say that once Wangjia was a brave boy?
(April 2020)",[],,LBA,2025-26,Answer in Two or More Sentences,67449bf6065a2c5cd2dcbde5,False,46.03174603174603
698c2304ec065fd7420d887e,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,"The poet, Ruskin Bond does not call his grandmother ‘childish’. What else was she, according to
him?  Why does he consider her to be so?
OR
Why does the poet call his grandmother a genius?",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,False,48.701298701298704
698c2304ec065fd7420d887f,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,"How do you say that grandma had been in the habit of climbing trees for a very long period?
Justify this by quoting the lines from the poem.",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,True,50.0
698c2304ec065fd7420d8880,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,What did the neighbours advise Ruskin Bond’s grandma? How did she respond to them?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,False,49.38271604938272
698c2304ec065fd7420d8881,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,"Others feared that the granny would fall from a tree one day or the other. Did this happen? Or did
something else happen?",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,True,51.23966942148761
698c2304ec065fd7420d8882,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,What did the doctor recommend grandma? What was the reaction of the kids to this advice?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,True,54.54545454545454
698c2304ec065fd7420d8883,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,‘My dad knew his duties’. What did the speaker think his father’s duty was?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,True,51.388888888888886
698c2304ec065fd7420d8884,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,Both the poet and his father were considerate towards Grandma. Substantiate the statement.,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,True,52.22222222222221
698c2304ec065fd7420d8885,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,How did grandma feel while she was resting in bed?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,True,52.0
698c2304ec065fd7420d8886,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,2.0,"What qualities of grandma do you appreciate?
(April 2015)",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196ae5c,False,45.614035087719294
698c2304ec065fd7420d8887,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,How did grandma fulfil her wish in the poem ‘Grandma Climbs a tree”? (April 2025 - 1),[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,False,48.19277108433735
698c2304ec065fd7420d8888,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"“Ever since childhood, she’d had this gift for being happier in a tree than in a lift;”

A) Who does ‘she’ refer to?
B) What was the gift she had?
C) Where was she happier?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ae5c,True,50.60240963855422
698c2304ec065fd7420d8889,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"“Well, I’ll grow disgracefully, I can do it better.”

A) Who said this to whom?
B) What was disgraceful?
C) Why did the speaker say so?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ae5c,False,48.09160305343512
698c2304ec065fd7420d888a,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"“But it was feared by all that one day she’d have terrible fall. The outcome was different.”
A) Who does ‘all’ refer to ?
B) Why did they fear that she’d have a terrible fall?
C) What was the different outcome?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ae5c,False,47.549019607843135
698c2304ec065fd7420d888b,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"“I strongly recommend her, a quiet week in bed.”
A) Who is the 'I' referred to here?
B) Why was this recommendation given?
c)What was the response to the recommendation?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ae5c,False,48.50299401197605
698c2304ec065fd7420d888c,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"“For her, it was like a brief season in hell.”
A) What was ‘like a brief season in hell’?
B) Why was it like in hell for her ?
C) What would be like heaven to her?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196ae5c,True,50.943396226415096
698c2304ec065fd7420d888d,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,5.0,"Summarize in your own words the substance of the poem “Grandma Climbs a tree”.(April 2016, June
2023)
OR
Bring out the summary of the poem ‘Grandma Climbs a Tree’ , in your own words.",[],,LBA,2025-26,Answer in Six or More Sentences,67ca912d9f0501ae9196ae5c,False,46.927374301675975
698c2304ec065fd7420d888e,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,5.0,"Ruskin Bond’s grandmother had an unusual habit of climbing trees. How was she successful in
fulfilling her desire to live in a tree house?
OR
Describe in your own words how the poet Ruskin Bond’s grandma was a genius and how she upheld
her right to reside in a tree? (April 2018)
OR
“The poet’s grandmother had a zeal for climbing trees.” Substantiate. (April 2024 Exam 2)
OR
According to the poet Ruskin Bond, his grandmother was ‘unique’. Write a paragraph to support this
statement. (April 2017)
OR
“My grandmother was a genius,” says the poet. Justify your answer. (June 2016, April 2022, March
2023)
OR
The poet appreciates his grandmother’s extraordinary behaviour very much. Justify (June 2017)
OR
The behaviour of Ruskin Bond’s grandmother is unusual. Explain. (June 2018)
OR
Ruskin Bond’s grandmother had an unusual habit of climbing trees. How was she successful in
fulfilling her desire to live in a tree house? (April 2019)
OR
Write in your own words how passionate the poet’s grandma was in climbing (June 2019)
OR
Why do you think that Ruskin Bond’s grandmother was a grown-up woman with childish habits and
desires? Substantiate. (June 2020)",[],,LBA,2025-26,Answer in Six or More Sentences,67ca912d9f0501ae9196ae5c,False,44.045534150612966
698c2304ec065fd7420d888f,english,10,2,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,5.0,"Both the poet and his father were considerate towards grandmother. Substantiate this statement with
textual support. (April 2020, June 2022)",[],,LBA,2025-26,Answer in Six or More Sentences,67ca912d9f0501ae9196ae5c,False,47.85714285714285
698c2304ec065fd7420d8a96,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,A GREAT MARTYR EVER CHERISHED,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,55.172413793103445
698c2304ec065fd7420d8a97,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"The writer speaks of the ‘smile’ that welcomes anyone who enters Haneef’s house. What more do
we know about this ‘smile’?",[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,50.0
698c2304ec065fd7420d8a98,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,What did Haneef choose as his mission? Why did he do so?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,50.0
698c2304ec065fd7420d8a99,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,Life for Haneef in the beginning was never a smooth sail. Why was it so?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,50.0
698c2304ec065fd7420d8a9a,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"The absence of the mother, from home, taught the children something. What was that?      (April
2016) OR
How did Hema Aziz teach her children the message that “one’s duty is the most important thing in
life”? (2018 April)
OR
In what way did the absence of mother make Haneef and his brothers responsible ? (June 2018)
OR
What did Hanif and his brothers learn from the absence of their mother from home ? (Sept 2020)
OR
How did Haneef and his brothers learn to be independent at a young age ?( April 2022)
OR
What did Haneef’s mother’s absence from home teach her children ? (June 2022)",[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,False,48.0
698c2304ec065fd7420d8a9b,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"How does the writer describe the ‘introvert’ Haneef? (April 2019)
OR
How do you say that Hanif is an introvert ? (March 2023)
OR
How does the writer describe the ‘introvert’ Hanif? (May 2025 Exam 2)",[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,False,45.876288659793815
698c2304ec065fd7420d8a9c,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"Hanif was a young man with varied talents and interests. Illustrate this statement from textual
examples.
OR
How was Hanif able to keep himself cheerful throughout ? (April 2015)
OR
Haneefuddin, “A Great Martyr” was a talented young man. Describe. (June 2015)
OR
As a soldier, ‘Hanif had various talents and interests in his youth’. Illustrate the statement. (June
2016)
OR
How was life for Hanif always ‘ekdam bindas’? (April 2017)
OR
Hanif was a young man with varied talents and interests. Support the statement. (June 2019)
OR
Haneef was a young man with varied talents and interests. Explain briefly. (April 2020)
OR
Hanifuddin was a young man with varied talents and interests. Illustrate the statement. (June 2023)
OR
How do you say that Haneef’s life was always ‘ekdam bindas’? (April 2024))
OR
Do you think that Haneef was very talented? Substantiate. (June 2024)",[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,False,44.49594438006953
698c2304ec065fd7420d8a9d,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,What were the dreams of Hanif? Do you think they were fulfilled?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,54.6875
698c2304ec065fd7420d8a9e,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,Why did Haneef become very responsible at his tender age?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,50.877192982456144
698c2304ec065fd7420d8a9f,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,How did Haneef’s friends call him? What can we guess from his belongings?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,52.77777777777778
698c2304ec065fd7420d8aa0,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,What were Haneef’s brothers doing at the time of the tragedy?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,60.0
698c2304ec065fd7420d8aa1,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,How can you say that Haneef was able to reach out to all?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,52.63157894736843
698c2304ec065fd7420d8aa2,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,How did Haneef come to know about the army?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,55.81395348837209
698c2304ec065fd7420d8aa3,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,How was the military training at IMA? How did it effect Haneef?,[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,50.79365079365079
698c2304ec065fd7420d8aa4,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"How do you say Haneef’s family took the family’s pride to the next level even after Haneef’s
death?",[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,False,48.958333333333336
698c2304ec065fd7420d8aa5,english,10,19,POEM: Grandma Climbs a Tree,English,Average,fill_in_the_blank,1.0,"What can we learn from Haneef’s life?
OR
What can the youth learn from Hanif’s life ? ( June 2017)",[],,LBA,2025-26,Short Answers,67ca912d9f0501ae9196ae5c,True,50.0
698c2304ec065fd7420d8907,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,2.0,"‘I wait’ is repeated five times in the poem. What quality of the speaker is highlighted with this
repetition?",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196aeaa,False,49.53271028037384
698c2304ec065fd7420d8908,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,2.0,"Bring out the contrast between the speaker and the reader in the poem, ‘I am the land’.
OR
How does the poem bring out the contrast between the land’s patience and human behaviour?",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196aeaa,True,52.54237288135592
698c2304ec065fd7420d8909,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,2.0,"What activities do men do on the land, according to the poem, ‘I am The Land’?",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196aeaa,True,52.63157894736843
698c2304ec065fd7420d890a,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,2.0,"‘You cannot put a fence around the planet Earth’.  What is the tone of the speaker, here? Give reason
for your answer.",[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196aeaa,True,55.65217391304348
698c2304ec065fd7420d890b,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,2.0,What does the phrase ‘car lot eyes stare’ suggest?,[],,LBA,2025-26,Answer in Two or More Sentences,67ca912d9f0501ae9196aeaa,True,56.25
698c2304ec065fd7420d890c,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,5.0,"Write the summary of the poem ‘I am the Land’.
OR
How does the poet describe that the earth has an ocean of patience in the poem, “I am the land”.
OR
How does the poet say that the land has more patience in the poem ‘I am the Land’ ?
OR
(April, August 2024)
How does the poet describe the earth’s feelings in the poem “I am the Land” ?
(June 2024)",[],,LBA,2025-26,Answer in Six or More Sentences,67ca912d9f0501ae9196aeaa,True,50.0
698c2304ec065fd7420d890d,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,1.0,"“You say you own me; I wait”
A) Who is the speaker?
B) Who does ‘you’ refer to?
C) What does the line tell about the speaker?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196aeaa,False,49.58677685950413
698c2304ec065fd7420d890e,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,1.0,"“I wait with muddy holes”
A) Name the poem from where this extract is taken?
B) Who does ‘I’ refer to?
C) What does ‘muddy holes’ mean?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196aeaa,False,49.6124031007752
698c2304ec065fd7420d890f,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,1.0,"“Then someone tickles me, plant life ________ fruit________grass…trees”
A) What does tickle mean in the context?
B) What is the mood of the speaker in the statement?
C) Who is the ‘someone’ mentioned in the line?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196aeaa,False,47.61904761904761
698c2304ec065fd7420d8910,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,1.0,"“You come with guns a chain link necklace chokes me now”.
A) Why do they come with guns?
B) What is the feeling of the speaker?
C) What does ‘chain-link necklace’ mean in the context?",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196aeaa,False,48.044692737430175
698c2304ec065fd7420d8911,english,10,6,POEM: I Am the Land,English,Average,fill_in_the_blank,1.0,"King Ashoka was a kind, wise and righteous ruler. He spent all his time for thinking of the welfare of
his subjects. He had a strong desire to make his subjects happy. His subjects could meet him at any time
and in any place. He had planted trees on either side of the roads; he had dug wells by the roadside; he
had built rest houses for both men and animals. He was respected by everyone.
A) How did Ashoka usually spend his time?
B) Mention any two things that Ashoka did for the welfare of his subjects.",[],,LBA,2025-26,Read and Answer,67ca912d9f0501ae9196aeaa,False,47.14003944773175
